step,train_loss,train_mean_token_accuracy,train_error_rate,valid_loss,valid_mean_token_accuracy,valid_error_rate,full_valid_loss,full_valid_mean_token_accuracy,full_valid_error_rate,rollout.reward/grade,test_set/mean_reward
1,1.3440619707107544,0.7164179086685181,,1.1383256755891393,0.7704918032786885,,,,,,
2,1.2700307369232178,0.6973684430122375,,1.6469087186067,0.6847826086956522,,,,,,
3,1.659936547279358,0.7419354915618896,,1.2104191365449324,0.7065217391304348,,,,,,
4,1.6927143335342407,0.6081081032752991,,1.0205068588256836,0.8,,,,,,
5,1.3037406206130981,0.7571428418159485,,1.424148116000863,0.686046511627907,,,,,,
6,1.1886385679244995,0.8245614171028137,,1.1929220848895135,0.7659574468085106,,,,,,
7,1.1808598041534424,0.7246376872062683,,1.1935728557074248,0.6865671641791045,,,,,,
8,1.6895993947982788,0.7058823704719543,,1.1280525884320658,0.7419354838709677,,,,,,
9,1.1857976913452148,0.75,,0.8902718507790868,0.7848101265822784,,,,,,
10,1.194653034210205,0.6585366129875183,,1.0102877409561821,0.7101449275362319,,,,,,
11,1.1289063692092896,0.7469879388809204,,0.9469655990600586,0.7333333333333333,,,,,,
12,0.8815773129463196,0.7346938848495483,,0.8224263456132677,0.7638888888888888,,,,,,
13,0.46181535720825195,0.8904109597206116,,0.6833371465856378,0.7727272727272727,,,,,,
14,1.0083047151565552,0.7764706015586853,,0.5100642117587003,0.8363636363636363,,,,,,
15,0.7116844058036804,0.8051947951316833,,0.7722272184706226,0.7628865979381443,,,,,,
16,0.9539300203323364,0.7435897588729858,,0.7883870442708333,0.8133333333333334,,,,,,
17,0.998855471611023,0.761904776096344,,0.5369960491473859,0.7692307692307693,,,,,,
18,0.6979669332504272,0.7931034564971924,,1.2046164860801092,0.7777777777777778,,,,,,
19,0.4941377341747284,0.8108108043670654,,1.0956880478631883,0.6825396825396826,,,,,,
20,0.6779219508171082,0.7796609997749329,,0.5359480857849122,0.8333333333333334,,,,,,
21,0.6949381232261658,0.7777777910232544,,0.7479975266890092,0.7454545454545455,,,,,,
22,0.6048176884651184,0.7777777910232544,,0.806641655999261,0.7297297297297297,,,,,,
23,1.5505636930465698,0.6769230961799622,,0.6336516660802505,0.8117647058823529,,,,,,
24,1.1918600797653198,0.7586206793785095,,0.6840884228970142,0.7872340425531915,,,,,,
25,0.6016296148300171,0.8082191944122314,,0.7428809120541527,0.75,,,,,,
26,0.8403863310813904,0.653333306312561,,0.8535053765595849,0.6716417910447762,,,,,,
27,0.5191285014152527,0.8070175647735596,,0.555432669006952,0.7821782178217822,,,,,,
28,0.811452329158783,0.6935483813285828,,0.4512411557711088,0.8461538461538461,,,,,,
29,0.5810187458992004,0.8484848737716675,,0.5108503135474952,0.8513513513513513,,,,,,
30,0.6131621599197388,0.7816091775894165,,0.4669106116661659,0.8461538461538461,,,,,,
31,0.4886453449726105,0.8108108043670654,,0.5798446337381998,0.8214285714285714,,,,,,
32,0.697303295135498,0.7580645084381104,,0.44116532175164475,0.7719298245614035,,,,,,
33,0.3499625325202942,0.9122806787490845,,0.6601896614863955,0.7758620689655172,,,,,,
34,0.7499393224716187,0.7432432174682617,,0.5722137557135688,0.7916666666666666,,,,,,
